positionName,salary,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,businessZones,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate
数据分析师,15k-25k,"['BI', '数据分析']",1-3年,团队氛围好、发展空间大,本科,全职,"['BI', '数据分析']",北京,北京大米未来科技有限公司,VIPKID,"['绩效奖金', '股票期权', '五险一金', '带薪年假']",2000人以上,朝阳区,D轮及以上,教育,['石佛营'],产品|需求|项目类,数据分析,数据分析,39.937456,116.516733,3,5
数据分析专员,5k-10k,"['数据分析', 'SQL']",1年以下,成长空间大，五险一金,本科,全职,"['数据分析', 'SQL']",北京,玖富数科科技集团有限责任公司,玖富数科集团,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,朝阳区,D轮及以上,金融,"['望京', '来广营']",产品|需求|项目类,数据分析,数据分析,40.021212,116.468122,1,44
数据分析师,20k-40k,['汽车'],3-5年,逻辑强大 构建平台,本科,全职,[],北京,信产集团有限公司,信产集团,[],2000人以上,朝阳区,不需要融资,"移动互联网,电商",,产品|需求|项目类,数据分析,数据分析,39.947596,116.452053,1,100
数据分析师,13k-20k,"['房产服务', 'BI', '数据分析', '商业']",1-3年,"时间灵活,领导好,工作环境好,氛围轻松",本科,全职,"['BI', '数据分析', '商业']",北京,北京链家房地产经纪有限公司,北京链家,"['年终分红', '绩效奖金', '股票期权', '专项奖金']",2000人以上,朝阳区,不需要融资,房产家居,['酒仙桥'],产品|需求|项目类,数据分析,其他数据分析,39.973502,116.498642,1,25
数据分析师,30k-40k,"['SQL', '数据分析', '商业']",5-10年,知名互联网平台,本科,全职,"['SQL', '数据分析', '商业']",北京,北京三快在线科技有限公司,美团点评,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,朝阳区,上市公司,消费生活,,产品|需求|项目类,数据分析,数据分析,40.008442,116.487383,0,0
数据分析师,18k-35k,"['电商', '数据分析', 'BI', 'SQL', '数据库']",3-5年,扁平化管理 福利待遇高,本科,全职,"['数据分析', 'BI', 'SQL', '数据库']",北京,北京每日优鲜电子商务有限公司,每日优鲜,"['六险一金', '股票期权', '快速晋升', '年度体检']",2000人以上,朝阳区,D轮及以上,"移动互联网,电商","['望京', '来广营']",产品|需求|项目类,数据分析,数据分析,40.021814,116.46821,0,0
数据分析师,10k-20k,['数据分析'],1-3年,互联网金融 期权激励 六险一金 优秀团队,本科,全职,['数据分析'],北京,北京新工场投资顾问有限公司,她理财,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",50-150人,朝阳区,A轮,金融,"['大望路', '华贸', '百子湾']",开发|测试|运维类,数据开发,数据分析,39.90786007,116.47297,1,100
数据分析师,15k-20k,"['数据挖掘', '数据分析']",1-3年,公司规模大 领导nice 福利好,本科,全职,"['数据挖掘', '数据分析']",北京,凤凰飞扬（北京）新媒体信息技术有限公司,凤凰网,"['免费班车', '八险一金', '各色型男', '过节大礼包']",2000人以上,朝阳区,上市公司,文娱丨内容,['望京'],开发|测试|运维类,数据开发,数据分析,40.0054,116.490788,2,100
数据分析师,10k-20k,"['商业', '数据分析', 'SPSS', 'SQL']",3-5年,大平台 好福利,本科,全职,"['商业', '数据分析', 'SPSS', 'SQL']",北京,信产集团有限公司,信产集团,[],2000人以上,朝阳区,不需要融资,"移动互联网,电商","['三元桥', '燕莎', '亮马桥']",产品|需求|项目类,数据分析,数据分析,39.949958,116.46343,0,0
数据分析师,20k-30k,"['BI', '数据分析']",3-5年,垂直领先，商业保险、技术氛围,本科,全职,"['BI', '数据分析']",北京,宝宝树（北京）信息技术有限公司,宝宝树,"['商业医疗保险', '股票期权', '带薪年假', '扁平管理']",500-2000人,朝阳区,D轮及以上,社交,"['团结湖', '三里屯', '朝阳公园']",产品|需求|项目类,数据分析,数据分析,39.928153,116.462476,1,70
数据分析师,15k-30k,['数据分析'],1-3年,零食水果 免费晚餐 发展空间大,不限,全职,['数据分析'],北京,北京快看世界信息技术有限公司,快看漫画,"['股票期权', '年度体检', '七险一金', '带薪假期']",150-500人,朝阳区,D轮及以上,文娱丨内容,"['小关', '亚运村', '安贞']",产品|需求|项目类,数据分析,数据分析,39.977834,116.405042,1,100
数据科学家 - 数据分析,30k-50k,"['ETL', 'MySQL', '数据分析', '数据处理']",3-5年,"硅谷独角兽,独角兽,纯英文办公",硕士,全职,"['ETL', 'MySQL', '数据分析', '数据处理']",北京,安彼迎信息科技（北京）有限公司,Airbnb,"['带薪年假', '高端医疗保险', '硅谷独角兽', '股票期权']",2000人以上,朝阳区,D轮及以上,移动互联网,['朝外'],开发|测试|运维类,数据开发,数据分析,39.919635,116.448831,1,62
数据分析师,20k-30k,"['互联网金融', '银行']",3-5年,工作独立创新、薪酬待遇优厚可谈,本科,全职,[],北京,中信百信银行股份有限公司,百信银行,"['扁平管理', '管理规范', '岗位晋升']",150-500人,朝阳区,不需要融资,金融,,产品|需求|项目类,数据分析,数据分析,39.980622,116.406236,0,0
数据分析师,12k-20k,"['广告营销', '大数据', '商业', '数据分析', 'SPSS']",1-3年,"颜值高,氛围好,周末双休",本科,全职,"['商业', '数据分析', 'SPSS']",北京,广州数说故事信息科技有限公司,DataStory,"['颜值高', '双休日', '高大上团建', '带薪假']",150-500人,朝阳区,B轮,数据服务,"['大望路', '红庙']",产品|需求|项目类,数据分析,数据分析,39.912117,116.481436,2,100
数据分析专家,20k-40k,"['可视化', 'BI', '商业', '数据分析']",5-10年,成长空间大，五险一金,本科,全职,"['可视化', 'BI', '商业', '数据分析']",北京,玖富数科科技集团有限责任公司,玖富数科集团,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,朝阳区,D轮及以上,金融,"['望京', '来广营']",产品|需求|项目类,数据分析,商业,40.021212,116.468122,1,44
数据分析师,15k-25k,['数据分析'],3-5年,"弹性工作,领导好,市场前景好",本科,全职,['数据分析'],北京,北京千橡网景科技发展有限公司,人人公司,"['五险一金', '通讯津贴', '带薪年假', '绩效奖金']",2000人以上,朝阳区,上市公司,"社交,金融","['酒仙桥', '大山子', '将台路']",产品|需求|项目类,数据分析,数据分析,39.976297,116.496989,1,17
数据分析师(J10177),10k-20k,"['风控', '分析师']",1-3年,六险一金；节日福利；年终奖,本科,全职,"['风控', '分析师']",北京,包头市包银消费金融股份有限公司,包银消费金融,"['年底双薪', '年终分红', '定期体检', '节日礼物']",150-500人,朝阳区,不需要融资,金融,"['小关', '芍药居', '亚运村']",金融类,互联网金融,分析师,39.986888,116.425245,1,94
数据分析师,10k-20k,"['大数据', '金融', 'SQL', '数据分析']",1-3年,弹性工作，不打卡，领导nice，补充医疗,本科,全职,"['SQL', '数据分析']",北京,天创信用服务有限公司,天创信用,"['年底双薪', '带薪年假', '岗位晋升', '扁平管理']",150-500人,朝阳区,B轮,"移动互联网,金融",,产品|需求|项目类,数据分析,数据分析,39.889881,116.463152,1,16
数据分析师,12k-22k,"['电商', '旅游', 'BI']",1-3年,带薪休假，年底多薪，定期体检，公司环境佳,本科,全职,['BI'],北京,北京纯粹旅行有限公司,皇包车,"['带薪年假', '绩效奖金', '岗位晋升', '年度旅游']",150-500人,朝阳区,C轮,"移动互联网,旅游","['双井', '大望路', '百子湾']",产品|需求|项目类,数据分析,数据分析,39.900794,116.473397,1,100
数据分析师（业务支持）,10k-15k,['数据分析'],1-3年,大平台 成长快,本科,全职,[],北京,北京三快在线科技有限公司,美团点评,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,朝阳区,上市公司,消费生活,,产品|需求|项目类,数据分析,数据分析,40.008442,116.487383,3,100
数据分析师（北京）,8k-15k,['数据分析'],1-3年,"五险一金 ,扁平管理,周末双休,专业培训",本科,全职,['数据分析'],北京,贵阳高登世德金融科技有限公司,高登世德金融科技,"['技能培训', '带薪年假', '岗位晋升', '扁平管理']",50-150人,朝阳区,A轮,"金融,数据服务",['望京'],产品|需求|项目类,数据分析,数据分析,39.991968,116.472446,0,0
数据分析,8k-12k,"['数据运营', '增长黑客']",1-3年,"氛围MAX,领导是大牛,免费零食,后花园",本科,全职,"['数据分析', '数据运营', '增长黑客']",北京,洛客科技有限公司,洛客科技,"['年底双薪', '股票期权', '带薪年假', '交通补助']",150-500人,朝阳区,不需要融资,移动互联网,"['望京', '来广营']",产品|需求|项目类,数据分析,数据分析,40.020843,116.465972,2,54
数据分析师-增长方向,15k-30k,"['数据分析', 'SQL']",3-5年,发展空间大,本科,全职,"['数据分析', 'SQL']",北京,厦门美柚信息科技有限公司,美柚,"['绩效奖金', '股票期权', '年底双薪', '专项奖金']",500-2000人,朝阳区,D轮及以上,移动互联网,"['望京', '来广营', '花家地']",产品|需求|项目类,数据分析,数据分析,39.995197,116.466485,3,100
数据分析师,15k-25k,"['Hive', 'MySQL', 'Oracle']",1-3年,五险一金、带薪年假、弹性工作、节日福利,本科,全职,"['Hive', 'MySQL', 'Oracle']",北京,玖富数科科技集团有限责任公司,玖富数科集团,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,朝阳区,D轮及以上,金融,,开发|测试|运维类,数据开发,数据分析,40.021212,116.468122,1,14
数据分析,15k-30k,"['电商', 'SQL']",1-3年,六险一金，16薪，扁平化管理,本科,全职,"['SQL', '数据分析']",北京,北京每日优鲜电子商务有限公司,每日优鲜,"['六险一金', '股票期权', '快速晋升', '年度体检']",2000人以上,朝阳区,D轮及以上,"移动互联网,电商","['来广营', '望京']",产品|需求|项目类,数据分析,数据分析,40.021695,116.468554,0,0
数据分析师（互金行业背景）,15k-30k,"['互联网金融', '借贷', '数据分析', '数据运营']",3-5年,钱途机会，免费晚餐，试用期全薪，花样福利,大专,全职,"['数据分析', '数据运营']",北京,北京十月逸栈科技有限公司,生日管家,"['年底双薪', '带薪年假', '美食无限供应', '扁平管理']",150-500人,朝阳区,B轮,"移动互联网,电商",,产品|需求|项目类,数据分析,业务运营,39.975432,116.499982,1,100
数据分析师,15k-20k,"['视频', '直播', '数据分析']",3-5年,"环境好,团队和谐,同时融洽,晋升空间大",本科,全职,['数据分析'],北京,北京春雨听雷网络科技有限公司,papitube,"['年底双薪', '绩效奖金', '带薪年假', '五险一金']",50-150人,朝阳区,A轮,"文娱丨内容,移动互联网","['东坝', '酒仙桥']",产品|需求|项目类,数据分析,数据分析,39.948574,116.601144,0,0
数据分析工程师,20k-40k,"['大数据', '金融', '数据挖掘', '数据分析']",1-3年,"大牛如云,技术氛围,大佬领投,待遇给力",本科,全职,"['数据挖掘', '数据分析']",北京,北京数美时代科技有限公司,数美,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",150-500人,朝阳区,B轮,"企业服务,数据服务","['望京', '来广营']",开发|测试|运维类,数据开发,数据分析,40.021083,116.465953,1,100
数据分析师,10k-20k,['旅游'],不限,六险一金，定期体检，公司环境佳,不限,全职,[],北京,北京纯粹旅行有限公司,皇包车,"['带薪年假', '绩效奖金', '岗位晋升', '年度旅游']",150-500人,朝阳区,C轮,"移动互联网,旅游","['双井', '大望路', '百子湾']",开发|测试|运维类,数据开发,数据分析,39.901077,116.475035,1,100
数据分析师,10k-15k,"['游戏', '数据分析', '数据运营']",不限,优秀项目 优秀团队,本科,全职,"['数据分析', '数据运营']",北京,完美世界（北京）软件科技发展有限公司,完美世界,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",2000人以上,朝阳区,上市公司,"移动互联网,游戏","['大屯', '奥运村', '亚运村']",产品|需求|项目类,数据分析,数据分析,39.99893,116.38818,0,0
数据分析经理（用户）,15k-30k,['数据分析'],5-10年,"平台大,氛围轻松,弹性工作",本科,全职,['数据分析'],北京,北京大米未来科技有限公司,VIPKID,"['绩效奖金', '股票期权', '五险一金', '带薪年假']",2000人以上,朝阳区,D轮及以上,教育,,产品|需求|项目类,数据分析,数据分析,39.93805,116.516959,0,0
数据分析师 (MJ000043),15k-25k,"['数据分析', '数据处理']",1-3年,牛人多，氛围好，福利好,本科,全职,"['数据分析', '数据处理']",北京,北京积沙成塔科技有限公司,小帮规划,"['年底双薪', '五险一金', '午餐补助', '交通补助']",150-500人,朝阳区,B轮,"移动互联网,金融","['望京', '大山子']",开发|测试|运维类,数据开发,数据分析,39.999056,116.488885,2,48
数据分析（贷前 贷中）,12k-17k,"['数据运营', '数据分析']",3-5年,下午茶 活跃工作气氛 帅哥美女如云,本科,全职,"['数据运营', '数据分析']",北京,和信丰泽投资担保（北京）有限公司,和信集团,[],2000人以上,朝阳区,不需要融资,金融,"['大望路', 'CBD']",产品|需求|项目类,数据分析,数据分析,39.90776,116.470703,0,0
数据分析专员,8k-10k,['数据分析'],1-3年,"带薪年假,地铁周边,五险一金",本科,全职,['数据分析'],北京,北京百乘金科科技有限公司,百乘金科集团,"['带薪年假', '午餐补助', '扁平管理', '技能培训']",2000人以上,朝阳区,上市公司,金融,"['大屯', '奥运村', '亚运村']",产品|需求|项目类,数据分析,数据分析,39.999053,116.387716,1,100
数据分析师,15k-30k,['数据分析'],3-5年,发展空间大,本科,全职,['数据分析'],北京,北京三快在线科技有限公司,美团点评,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,朝阳区,上市公司,消费生活,,产品|需求|项目类,数据分析,数据分析,40.008142,116.486622,3,100
